organization_id;domains
6353f84b-8718-4726-9898-4f1f9582693a;gmail.com
6353f84b-8718-4726-9898-4f1f9582693a;risingacademies.com
637f391e-c019-4f61-bad1-de42a1a2d310;mbariro.org
6393516d-d6bd-4625-8d83-0dd663f338d8;languageandlearningfoundation.org
6393516d-d6bd-4625-8d83-0dd663f338d8;lqnguageandlearningfoundation.org
66886e4c-0c26-45a8-abb2-ea4e618c9052;hotwireprc.com
66886e4c-0c26-45a8-abb2-ea4e618c9052;learntoplay.org
66886e4c-0c26-45a8-abb2-ea4e618c9052;rewaedu.org
66bf7f94-9825-4195-84e0-3c6f10da516c;gmail.com
66bf7f94-9825-4195-84e0-3c6f10da516c;yahoo.fr
672952e4-a760-4def-bb06-f6f37fad4257;gmail.com
67a56764-4951-4075-ace9-7eb5b411019a;gmail.com
67a56764-4951-4075-ace9-7eb5b411019a;sef.org.in
67a56764-4951-4075-ace9-7eb5b411019a;simpleeducationfoundation.org
67a56764-4951-4075-ace9-7eb5b411019a;simpleeducationfoundation.org.in
67a56764-4951-4075-ace9-7eb5b411019a;teachforindia.org
67eb6467-e998-4887-8a6a-51add6a908f6;think-education.org
68da75b4-ed9d-43dd-acd1-c98418014a19;pestalozzi.international
69a017fa-4ca7-47c0-9a3e-a461741602db;africanleadershipacademy.org
69a017fa-4ca7-47c0-9a3e-a461741602db;gmail.com
6a5a187a-9eaf-4f5d-a5db-6b31fb352610;gyanprakash.org
6b1b1f1f-2cef-4f2e-bad2-991e6323fdff;funluker.org.co
6d2731a1-52aa-4983-ae5d-40196b1d88aa;stadizamaisha.org
6ecb4b9d-b929-41b4-9da7-2b7477b8be88;educaid.org
6ecb4b9d-b929-41b4-9da7-2b7477b8be88;educaid.org.uk
6ecb4b9d-b929-41b4-9da7-2b7477b8be88;gmail.com
718eb39e-a929-4d5e-820e-656cf84468e5;futuraschools.edu.pe
72a11d41-0202-4405-9185-1a46507a5e4b;edify.org
73585c27-b130-4055-8f0b-8f826b877122;gmail.com
73585c27-b130-4055-8f0b-8f826b877122;kayachildcare.org
741ca6f0-557f-4dcb-8ffb-37f2f99ba588;perkins.org
7429ab95-a746-4a6f-b1e4-6b706dd650d2;tinytotos.com
78edb83d-6d4b-4bda-b63f-517207f674c3;labhya.org
78f62a1b-edee-4f7c-8539-2d48b5e39ebc;peopleforaction.org
792240b3-8bad-4e22-8d1a-fa33ed91f0ad;childrenontheedge.org
7967f5d8-e49b-4f1b-a255-86771223ea9f;gmail.com
7a097c15-1028-4e12-acde-c5ababb7201e;afwag.org
7a097c15-1028-4e12-acde-c5ababb7201e;globalschoolsforum.org
7a097c15-1028-4e12-acde-c5ababb7201e;gmail.com
7a097c15-1028-4e12-acde-c5ababb7201e;googlemail.com
7a1c1bcd-9d17-4f0e-88c2-f089a68ad91b;gmail.com
7a1c1bcd-9d17-4f0e-88c2-f089a68ad91b;prajayatna.in
7a9b5b11-6653-4473-b23b-c4233afd401d;idpfoundation.org
7b264711-4d16-41bc-ba5a-11af55c09615;streetlightschools.org
7ed9388d-8535-497b-80e3-3b7a57b130ca;skillsbuilder.org
84404298-e2e8-4c27-acdc-854a7c1db610;shininghopeforcommunities.org
878f0acc-3216-43d4-9fb9-849622175ee4;asanteafrica.org
889bd346-3adf-4965-ba56-107f318560f5;gmail.com
889bd346-3adf-4965-ba56-107f318560f5;luminosfund.org
89bc30cc-b6fa-4a65-9384-0f3997493dc2;thesun-flower.org
8a422589-ccdd-4ef6-b7a5-623be8f86017;projectrangeet.com
8a422589-ccdd-4ef6-b7a5-623be8f86017;rangeet.com
8c3fccfb-5e42-4ec6-a0fb-d1d24eedd9f9;uthabitiafrica.org
8ea8b06f-855e-4684-bee2-146ff3e2590f;theenglishquest.com
8f0971db-53d2-440b-a504-741eefb6bfa9;ili.org.za
8fbdfb60-eba9-4f96-b5cf-cc116e69bcc5;maiagt.org
8fbdfb60-eba9-4f96-b5cf-cc116e69bcc5;maiaimpact.org
92161627-411f-4c46-b822-f321e5532ade;reflectivelearning.co.za
945f7f4c-5f3e-42b2-8853-bd58030254f4;hilltopschools.org
94b89295-c6bb-4480-8248-01b85196dc81;gmail.com
94b89295-c6bb-4480-8248-01b85196dc81;higherlifefoundation.org
94f8adeb-4eb1-417f-9425-d7641c125b37;abaarsoschool.org
950d0786-f4c7-450c-9436-23d42030d435;clrindia.org
950d0786-f4c7-450c-9436-23d42030d435;gmail.com
9662e9ac-ac53-4001-b86f-2fc3283e1772;gmail.com
9662e9ac-ac53-4001-b86f-2fc3283e1772;opportuity.org
9662e9ac-ac53-4001-b86f-2fc3283e1772;opportunity.org
976adfe1-ba02-4e78-aa22-bb8b97fe8d2e;gmail.com
976adfe1-ba02-4e78-aa22-bb8b97fe8d2e;muktanganedu.org
99175644-9a8e-4803-af86-05827c2cf709;yarid.net
9a2cac3f-ba87-49d2-a069-8a2086c28cb8;akdn.org
9a494891-cf91-4a1f-8dde-cf1fc38802f1;gmail.com
9d10d245-15bb-4d38-bef1-082bbc507ae8;montessori.or.tz
9d7ecc63-a729-4567-87b9-3b4fa8add3e6;gmail.com
a1d88490-b141-421b-9661-d3c860e0d928;lrdpkenya.org
a1e0bfb3-06d1-478a-a47f-36a7d6343f04;ubuntu.education
a26aaba1-9ef4-4c42-b8ed-3437944c8857;educoreservices.com
a5679678-1e17-4c45-b282-9acc93ada878;alianzaeducativa.edu.co
a64d5c91-308c-427c-a252-c7b3f4a98b35;schoolinka.com
a82d274d-c65d-4208-9da4-f06450a2d13f;duara.education
a95afb09-6be7-4413-bf52-db567b643387;kmet.co.ke
a9d4ceb3-5fbd-42d7-a6f5-e96e788df975;amafbenin.org
a9d4ceb3-5fbd-42d7-a6f5-e96e788df975;yahoo.fr
aa76a72d-dca8-4865-b959-7c4d22bcbf9e;axiumeducation.org
aa76a72d-dca8-4865-b959-7c4d22bcbf9e;gmail.com
ac0e1a62-9565-4ace-91ba-967b9b8ac6f2;hotmail.com
ac0e1a62-9565-4ace-91ba-967b9b8ac6f2;sciencefuse.com
ac2bb14e-9d20-4611-8a63-a5000df13bad;kidoenterprises.in
ae951ca4-c258-45ac-aaa4-0775e6aefd86;colegioscree.cl
afe55e13-ecb7-451a-8757-dfbadbfd76c6;gmail.com
afeb1dbb-0f75-40c6-845c-d2e1b0c9c261;gmail.com
afeb1dbb-0f75-40c6-845c-d2e1b0c9c261;taleemabad.com
afffb04a-b00e-4cba-b412-2295f2d67fb4;gmail.com
b0d8e278-b376-4dc3-ad7c-4d6bdb31e2d2;kurasa.co
b1625ef8-b62d-41d4-92f6-afb25abc6eb2;eidu.com
b1625ef8-b62d-41d4-92f6-afb25abc6eb2;gmail.com
b2508e96-3a7e-42c2-bb1e-4d80ac1a5c9b;inspiringteachers.org
b3ebbe21-d559-4e86-9138-6f2a5266375c;ektara.org.in
b43e2e4c-491d-49c9-8eb6-26146f183a68;jumpstart.org.za
b7e7c69c-b0bc-4ba6-971f-2262e1f9105f;blueyonder.co.uk
b7e7c69c-b0bc-4ba6-971f-2262e1f9105f;gmail.com
b7e7c69c-b0bc-4ba6-971f-2262e1f9105f;livelyminds.org
b851e5d6-5260-4e07-acab-c1b6bce60048;dean.com.ng
b851e5d6-5260-4e07-acab-c1b6bce60048;gmail.com
b888ae9f-a672-4ba0-bdd3-eb3a45701a13;bluewin.ch
b888ae9f-a672-4ba0-bdd3-eb3a45701a13;gmail.com
b888ae9f-a672-4ba0-bdd3-eb3a45701a13;roomtoread.org
b8e4f8f3-038a-4edd-9f10-68b5b98a435c;gmail.com
b9916f0f-b3b3-45bf-b037-166a03253623;charmaghz.org
bae3c913-d39e-4271-9e16-34286300b8d3;gmail.com
bae7e4e0-1b0b-4476-b757-0f1e2b3be7d5;kizazi.org
bb1d4f9d-daf8-43c9-b2a5-db254c8679ee;avasarfoundation.in
bbbffc0d-4b8a-4d87-a317-010663e19c40;musana.org
bc4bbe9d-5dc0-490a-a41f-432220813bb2;gmail.com
bc4bbe9d-5dc0-490a-a41f-432220813bb2;hippocampus.in
bd93b828-3262-4d55-94eb-eb5eb10db0d4;learningequality.org
bdb9283c-b8b1-4cd0-af1c-2b3e4bdfecb1;ared-edu.org
bdb9283c-b8b1-4cd0-af1c-2b3e4bdfecb1;gmail.com
be92cbeb-cbb8-4100-8f5b-786367f3d522;gmail.com
be92cbeb-cbb8-4100-8f5b-786367f3d522;schoolforlife.org.au
be92cbeb-cbb8-4100-8f5b-786367f3d522;schoolforlife.org.ug
be92cbeb-cbb8-4100-8f5b-786367f3d522;schoolforlifegh.org
c11316d1-2bd7-4520-956c-c1237c76a1b0;commongood.org.za
c2040e62-e603-43d6-b83b-53c300ac60b8;angazaelimu.com
c204a932-0c54-451f-94f9-b7ad590ad1e2;gmail.com
c204a932-0c54-451f-94f9-b7ad590ad1e2;iba-suk.edu.pk
c204a932-0c54-451f-94f9-b7ad590ad1e2;tcf.org.pk
c2f2240a-9f33-452a-94e2-d50ee85c86df;pharofoundation.org
c3b20162-9884-4e73-96ab-541dd07628d6;gmail.com
c41962ca-b5d4-4aaf-bfda-d410e9a86355;coschool.co
c47e4027-dd2c-4f85-8b28-d9f2a744fe13;northernkenyafund.org
c616f149-e82c-4127-9582-10d22c9f44c9;globaldevincubator.org
c616f149-e82c-4127-9582-10d22c9f44c9;justicerising.org
c88ddeee-ac6f-4faa-a7a6-c44e869fa2b9;gmail.com
c9adfdb2-5542-433a-ae47-d06100c7d970;malaika.org
ca292df0-10c1-482a-ac26-887da646e83a;teachmewell.org
ca5194fc-5030-4d7a-8564-3f9f4cdd0432;africannumerals.com
cbe04c3c-8f8a-4435-b9c8-7bc16366a07c;areai4africa.org
cbe04c3c-8f8a-4435-b9c8-7bc16366a07c;gmail.com
cbe04c3c-8f8a-4435-b9c8-7bc16366a07c;lifebuildersngo.org
cbe1b386-274b-4455-ae1e-3268c2d53051;brac.net
cbe1b386-274b-4455-ae1e-3268c2d53051;bracuk.net
cbe1b386-274b-4455-ae1e-3268c2d53051;gmail.com
cc881cd5-c4e0-4a36-8b98-63881b0ccdf3;enkoeducation.com
cd347c4e-8952-484b-b88f-a1b251ca2202;tideinternational.org
cd4ca651-8bb9-4073-8562-2728cb78da99;africadyslexia.org
cd4ca651-8bb9-4073-8562-2728cb78da99;yahoo.fr
d0a5308e-56c3-462e-8365-9da3dde14518;pursue-kenya.org
d1f25346-308e-421a-a865-05b27997eb50;futurenationschools.com
d1f25346-308e-421a-a865-05b27997eb50;mbekani.co.za
d2121f25-31e9-40e5-a40b-411067c4e9b4;grace.org.pk
d2407ebb-f25a-42c3-b268-3c8ac77889d6;eadvance.co.za
d2407ebb-f25a-42c3-b268-3c8ac77889d6;sparkschools.co.za
d2998bb5-c7a1-4fd0-920a-63114cb3c499;gmail.com
d2c46b7b-2d3b-4633-bd60-806493628e06;gmail.com
d2c46b7b-2d3b-4633-bd60-806493628e06;gyanshala.org
d2c46b7b-2d3b-4633-bd60-806493628e06;yahoo.com
d3622d6f-009a-4f9e-a205-e4fe01a80f09;edfinmfb.com
d455d477-6604-4523-b52a-9aff0742eef2;gmail.com
d455d477-6604-4523-b52a-9aff0742eef2;montessorihouse.sc.ke
d5bddeba-93c6-4dcb-a56d-729279a2979b;gmail.com
d5bddeba-93c6-4dcb-a56d-729279a2979b;googlemail.com
dad8f366-74cb-4946-b1f5-7bee08f2cca2;collaborativeschools.info
dad8f366-74cb-4946-b1f5-7bee08f2cca2;gmail.com
dad8f366-74cb-4946-b1f5-7bee08f2cca2;petepattisson.com
dad8f366-74cb-4946-b1f5-7bee08f2cca2;teachfornepal.org
db4ad8ea-58aa-4c7a-aff1-16d32a5a94f7;involveedu.com
dc4f2859-5a6a-479e-89bc-d2b7ec755f45;gmail.com
dec8ec84-bd62-43a9-9476-aba2ec7a0998;dignityeducation.org
df03f45c-656d-434d-b713-ee97748b3829;gmail.com
df96e8d8-ff35-410f-849f-ba783c060f92;jackfruitfinance.com
e775cebf-c243-4b10-b85a-a2e02151cc15;gmail.com
e775cebf-c243-4b10-b85a-a2e02151cc15;worldreader.org
e83791b2-1c50-4e3c-8c00-8a65681508f5;watotowasome.org
eac40ab2-a794-4f0a-8150-5179279d0fe3;arkonline.org
eac40ab2-a794-4f0a-8150-5179279d0fe3;gmail.com
eac40ab2-a794-4f0a-8150-5179279d0fe3;peepulindia.org
eac40ab2-a794-4f0a-8150-5179279d0fe3;yahoo.com
ec5f7510-874f-45d8-9e94-626926dbee64;1worldschools.org
ec5f7510-874f-45d8-9e94-626926dbee64;oneworldnos.org
ec5f7510-874f-45d8-9e94-626926dbee64;streetlightschools.org
ef0e0669-62db-4279-9f67-cdf947503ba9;gmail.com
ef1abd83-828b-4a78-bec5-e5348dafe39e;linkeducation.org.uk
f0df7ea8-1530-4062-b2c1-aa2755943863;stireducation.org
f22e8498-6e1b-42a3-9e93-74c7bf9e94d0;rightwayschools.ac.tz
f27a0dd4-b58b-40dd-b89b-bf9579f38753;peas.org.uk
f27a0dd4-b58b-40dd-b89b-bf9579f38753;yahoo.com
f7a34971-27d7-4b1b-b47a-f99963e1fcf0;gmail.com
f7a34971-27d7-4b1b-b47a-f99963e1fcf0;org.zm
f7a34971-27d7-4b1b-b47a-f99963e1fcf0;zocs.org.zm
f7e610e3-a8af-4428-9ddc-9582a6553e2b;reach-to-teach.org
f9cfb8f7-fd38-46ae-a356-3ea12904ea90;amalaeducation.org
f9cfb8f7-fd38-46ae-a356-3ea12904ea90;gmail.com
fb9f739c-43df-4b78-a719-c313da0435b9;ei.study
fb9f739c-43df-4b78-a719-c313da0435b9;gmail.com
fb9f739c-43df-4b78-a719-c313da0435b9;uonbi.ac.ke
fb9feb74-4c74-49d8-ab16-d4b93ea5e88f;rededecisao.com.br
fd73cff2-9894-42ca-8b82-2851eeed1435;theeducationalliance.org
fea02831-ef8c-46c7-8f14-22dbca8380ef;munipublicschool.org
ff874233-2db8-435d-9140-848a5a3cf96f;childfund.org
ff874233-2db8-435d-9140-848a5a3cf96f;childfundindia.org
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;shofco.org
