id,name,Type,Country,Region,Town/city,Website,Invoicing Address,Invoicing Email,Email,Phone,Site code,Parent code
f89eb62e-d005-4688-844d-587eb03132fa,Birmingham PET-CT Centre,Private hospital or imaging centre,United Kingdom,West Midlands,Birmingham,https://www.alliancemedical.co.uk/scan-centres/birmingham-pet-ct-centre?utm_source=chatgpt.com,"Mindelsohn Way, Edgbaston, Birmingham, West Midlands, B15 2TH, United Kingdom",,,0121 627 5811,,
5302be61-f711-470a-bc71-b3049290eb69,Blackpool Victoria Hospital,Public hospital or clinical site,United Kingdom,North West,Blackpool,https://www.bfwh.nhs.uk/our-hospitals/blackpool-victoria-hospital/,"Whinpark Avenue, Layton, Blackpool, Lancashire, FY3 8NR, United Kingdom",,,01253 953661,,RXL
b0d3c573-c818-4e3f-8fe5-ded2ed325670,BMI Mount Alvernia Hospital,Private hospital or imaging centre,United Kingdom,South East & Wessex,Guildford,https://www.circlehealthgroup.co.uk/hospitals/mount-alvernia-hospital,"Harvey Road, Guildford, Surrey, GU1 3LX, United Kingdom",,,,,
39c53444-a7c3-4d23-9a96-e8a9e09915b1,Bolan University of Medical and Health Sciences,University,Pakistan,Overseas,Quetta,https://www.bumhs.edu.pk/,"Brewery Road, Quetta, Balochistan, 87300, Pakistan",,,,,
79587b69-f8e5-47e6-8de9-e0cd3e2b9a86,Borders General Hospital,Public hospital or clinical site,United Kingdom,Scotland,Darnick,,"Coatburn Green, Darnick, Scottish Borders, TD6 9BS, United Kingdom",,,01896826430,,S08000016
c4e22b2f-668b-4b91-8535-176689ee8f1a,Bradford Royal Infirmary,Public hospital or clinical site,United Kingdom,Yorkshire and the Humber,Bradford,https://www.bradfordhospitals.nhs.uk/our-hospitals/bradford-royal-infirmary-bri/,"Duckworth Lane, Girlington, Bradford, West Yorkshire, BD9 6RJ, United Kingdom",,,0127 4364132,RAE01,RAE
b0c10b23-2c57-476f-8e1b-2f647693bbbd,Brighton and Sussex Medical School,Education or training provider,United Kingdom,South East & Wessex,Brighton,https://www.bsms.ac.uk/,"94 N-S Road, Falmer, Brighton, BN1 9PX, United Kingdom",,,,,
57acd1fa-6de2-4948-b9a8-59f588157bce,Brighton College,Education or training provider,United Kingdom,South East & Wessex,Brighton,https://www.brightoncollege.org.uk/,"Eastern Road, Brighton, East Sussex, BN2 0AL, United Kingdom",,,,,
7bd3943a-edb1-4d5a-b219-c9e9b7024ef3,Bristol Royal Infirmary,Public hospital or clinical site,United Kingdom,South East & Wessex,Bristol,https://www.uhbw.nhs.uk/p/our-hospitals/bristol-royal-infirmary,"Upper Maudlin Street, City Centre, Bristol, BS2 8HW, United Kingdom",,,01173422687,RA701,RA7
26dcc016-008e-4eac-bd9d-befa56473fd3,Broomfield Hospital,Public hospital or clinical site,United Kingdom,East of England,Chelmsford,https://www.mse.nhs.uk/broomfield-hospital/,"Court Road, Broomfield, Chelmsford, Essex, CM1 7ET, United Kingdom",,,030044 35142,,RAJ
b84e036a-df02-44b7-bbe2-fdc8111722fe,Cardiff Royal Infirmary,Public hospital or clinical site,United Kingdom,South Wales,Cardiff,https://cavuhb.nhs.wales/our-services/radiology/radiology-departments/,"Longcross Street, Adamsdown, Cardiff, CF24 0SZ, United Kingdom",,,029 2184 3060,,7A4
d2ac6e5d-a7dc-4639-a6c7-c8ab43770f25,Cardiff University,University,United Kingdom,South Wales,Cardiff,https://www.cardiff.ac.uk/,"Main Building, Park Place, Cardiff, CF10 3AT, United Kingdom",,,,,
3c198270-af51-40d9-83f2-ecfd5dbf7067,Castle Hill Hospital,Public hospital or clinical site,United Kingdom,Yorkshire and the Humber,Cottingham,https://www.hey.nhs.uk/hospitals/castle-hill-hospital/,"Wheatley Drive, Cottingham, East Riding of Yorkshire, HU16 5JQ, United Kingdom",,,01482 623201,,RWA
e4817a7d-27f3-4d1b-9619-5daa7f5efa38,Charing Cross Hospital,Public hospital or clinical site,United Kingdom,North Thames,Greater London,https://www.imperial.nhs.uk/our-locations/charing-cross-hospital,"Fulham Palace Road, Hammersmith, Greater London, W6 8RF, United Kingdom",,,02033130595,,RYJ
d2366cdb-7c3b-47a9-beae-8e1d031876cb,Chelsea and Westminster Hospital,Public hospital or clinical site,United Kingdom,South Thames,Greater London,,"369 Fulham Road, Brompton, Greater London, SW10 9NH, United Kingdom",,,020 3315 8415,,RQM
41fc84ec-b6da-4a4a-8c49-37537b7b96a8,Cheltenham General Hospital,Public hospital or clinical site,United Kingdom,South East & Wessex,Cheltenham,https://www.gloshospitals.nhs.uk/,"Olio Lane, Ewens Farm, Cheltenham, Gloucestershire, GL53 7AN, United Kingdom",,,3004223011,RTQ88,RTE
2ae3e12c-0287-4417-89f9-e76fcea0ff74,Chesterfield Royal Hospital,Public hospital or clinical site,United Kingdom,Yorkshire and the Humber,Chesterfield,https://www.chesterfieldroyal.nhs.uk/,"Chesterfield Road, Chesterfield, South Yorkshire, S44 5BL, United Kingdom",,,01246 512 605,RFSDA,RFS
27f8f87e-e47c-4ead-a201-e8cc03b4419c,Christchurch Hospital,Public hospital or clinical site,United Kingdom,South East & Wessex,Christchurch,https://www.uhd.nhs.uk/services/nuclear-medicine,"Emily Close, Fairmile, Christchurch, Dorset, BH23 2JX, United Kingdom",,,0300 019 2499,,R0D
22813a71-ef75-497b-95a6-7616b2ba8bd2,Churchill Hospital,Public hospital or clinical site,United Kingdom,"Oxfordshire, Berkshire & Buckinghamshire",Oxford,http://www.oxfordradcliffe.nhs.uk/forpatients/departments/radiology/radiologych/radiologych.aspx,"Old Road, Oxford, Oxfordshire, OX3 7LJ, United Kingdom",,,01865 225957,RWXPG,RTH
d80a0658-0275-4b1d-80a8-38d73f5da2a0,Clatterbridge Cancer Centre,Public hospital or clinical site,United Kingdom,North West,Wirral,https://www.clatterbridgecc.nhs.uk/,"Clatterbridge Road, Bebington, Wirral, Merseyside, CH63 7PJ, United Kingdom",,,01515565770,,REN
1b7d188f-1986-4018-bf74-bfe4627394aa,Clatterbridge Hospital,Public hospital or clinical site,United Kingdom,North West,Bebington,http://www.clatterbridgecc.nhs.uk/default.aspx,"Mount Road, Poulton, Bebington, Merseyside, CH63 4JY, United Kingdom",,,0151 334 1155,,RBL
51235727-144e-4bb5-8f48-35e6c2c6d6d1,Cobalt Imaging Centre,Private hospital or imaging centre,United Kingdom,South East & Wessex,Cheltenham,https://www.cobalthealth.co.uk,"Thirlestaine Road, Ewens Farm, Cheltenham, Gloucestershire, GL53 7AS, United Kingdom",,,01242535923,,
9bde0feb-734f-446b-9805-59111aec3633,Colchester Hospital,Public hospital or clinical site,United Kingdom,East of England,Colchester,https://www.esneft.nhs.uk/service/nuclear-medicine/,"Kingswood Road, Myland, Colchester, Essex, CO4 5JL, United Kingdom",,,01206 742367,RAJ74,RDE
56b36b6b-c57f-4f0f-a92d-ef6e51987ba7,Conquest Hospital,Public hospital or clinical site,United Kingdom,South East & Wessex,St Leonards,https://www.esht.nhs.uk/conquest-hospital/,"The Ridge, Silverhill Park, St Leonards, East Sussex, TN37 7RD, United Kingdom",,,0300 131 5147,,RXC
cd8aaac1-3e88-444a-8107-aca6c2f06de8,Countess of Chester Hospital,Public hospital or clinical site,United Kingdom,North West,Chester,https://www.coch.nhs.uk/all-services/radiology.aspx?utm_source=chatgpt.com,"Liverpool Road, Upton, Chester, Cheshire, CH2 1UL, United Kingdom",,,01244 365000,,RJR
0cc860d7-ed62-44ef-b0a1-f35cd3f330bf,Craigavon Area Hospital,Public hospital or clinical site,United Kingdom,Northern Ireland,Portadown,,"68 Lurgan Road, Kernan, Portadown, Armagh City, Banbridge and Craigavon, BT63 5QQ, United Kingdom",,,028 3861 2214,,SHSCT
befcc132-fcac-440a-96af-51c77e0c87be,Cromwell Hospital,Private hospital or imaging centre,United Kingdom,South Thames,Greater London,https://www.cromwellhospital.com,"164-178 Cromwell Road, Earl's Court, Greater London, SW5 0TU, United Kingdom",,,020 7460 5541,,
fd2520d8-9c8d-408d-82ad-6028bc99712f,Crosshouse Hospital,Public hospital or clinical site,United Kingdom,Scotland,Crosshouse,https://www.nhsaaa.net/,"Kilmarnock Road, Grange, Crosshouse, Ayrshire, KA2 0BE, United Kingdom",,,01563 577456,,S08000015
2d4d1f43-35cf-45f3-b83d-4aabc09efadd,Cumberland Infirmary,Public hospital or clinical site,United Kingdom,North West,Carlisle,http://www.ncuh.nhs.uk,"Newtown Road, Newtown, Carlisle, Cumbria, CA2 7HY, United Kingdom",,,01228 814701,RTFAY,RNN
64a2317e-f62b-42c1-8cb3-e5a2d6bab2a4,Darent Valley Hospital,Public hospital or clinical site,United Kingdom,South East & Wessex,Dartford,http://www.ncuh.nhs.uk,"Darenth Wood Road, Darenth, Dartford, Kent, DA2 8DA, United Kingdom",,,01322 428559,,RN7
8260f133-56e0-4924-a98d-920d68040aee,Darlington Memorial Hospital,Public hospital or clinical site,United Kingdom,North East,Darlington,https://www.cddft.nhs.uk/patients-and-visitors/our-hospitals/darlington-memorial-hospital,"Hollyhurst Road, Pierremont, Darlington, County Durham, DL3 6HX, United Kingdom",,,01325 743351,RXPDA,RXP
959243f8-f552-44e7-b447-1ceda4181c80,Derriford Hospital,Public hospital or clinical site,United Kingdom,South East & Wessex,Plymouth,https://www.plymouthhospitals.nhs.uk/,"Derriford Road, Derriford, Plymouth, Devon, PL6 8DH, United Kingdom",,,01752 430222,RTHG5,RK9
6abe5a77-40c5-4e7f-892d-bb45dd755181,"Diana, Princess of Wales Hospital",Public hospital or clinical site,United Kingdom,Yorkshire and the Humber,Grimsby,https://www.nlg.nhs.uk/hospitals/diana-princess-of-wales-hospital/,"Scartho Road, Grimsby, South Yorkshire, DN33 2BA, United Kingdom",,,03033 304534,RJL30,RJL
d0cf3998-a023-44c3-b1cd-f9a9bd86f738,Doncaster Royal Infirmary,Public hospital or clinical site,United Kingdom,Yorkshire and the Humber,Doncaster,,"Thorne Road, Wheatley, Doncaster, South Yorkshire, DN2 5LT, United Kingdom",,,01302 644539,,RP5
2c5e5632-06b4-473c-9b8c-8238640591cb,Dr Carol Davila Central Military Emergency University Hospital,Public hospital or clinical site,Romania,Overseas,Bucharest,,"134 Calea Plevnei, Sector 1, Bucharest, 010825, Romania",,,,,
2e29dda4-134e-4e00-b85b-7048734bcd1d,East Surrey Hospital,Public hospital or clinical site,United Kingdom,South East & Wessex,Reigate and Banstead,,"Canada Avenue, Whitebushes, Reigate and Banstead, Surrey, RH1 5RH, United Kingdom",,,01737 768511,,RTP
cf16656b-44a6-450b-88c9-ce15a65ac0b9,Eastbourne District General Hospital,Public hospital or clinical site,United Kingdom,South East & Wessex,Eastbourne,https://www.esht.nhs.uk/hospitals/eastbourne-dgh/,"King's Drive, Ratton, Eastbourne, East Sussex, BN21 2UD, United Kingdom",,,1323417400,,RXC
761faa8f-0fae-43eb-a0bb-e3147fdc4c2e,Edinburgh Imaging Facility QMRI,Research or charitable organisation,United Kingdom,Scotland,Edinburgh,https://clinical-sciences.ed.ac.uk/edinburgh-imaging/research/facilities-and-equipment/edinburgh-imaging-facilities/edinburgh-imaging-facility-qmri?utm_source=chatgpt.com,"47 Little France Crescent, Edinburgh, City of Edinburgh, EH16 4TJ, United Kingdom",,,0131 242 7776,,
59f043a5-7a54-47d9-a637-3bfd40d3dbd8,Forth Valley Royal Hospital,Public hospital or clinical site,United Kingdom,Scotland,Larbert,https://nhsforthvalley.com/hospitals/forth-valley-royal-hospital/,"Stirling Road, Larbert, Stirlingshire, FK5 4WR, United Kingdom",,,01324 566000,,S08000019
b41fad3f-42f6-406d-a50a-17c7a3809b69,Freeman Hospital,Public hospital or clinical site,United Kingdom,North East,Newcastle upon Tyne,http://www.newcastle-hospitals.org.uk/services/radiology.aspx,"Freeman Road, High Heaton, Newcastle upon Tyne, Tyne and Wear, NE7 7DN, United Kingdom",,,0191 2138200,RTF90,RTD
97ca46dd-48af-443f-b396-af5908a2a984,Frimley Park Hospital,Public hospital or clinical site,United Kingdom,South East & Wessex,Surrey Heath,,"Portsmouth Road, Surrey Heath, Surrey, GU16 7UJ, United Kingdom",,,01276 604948,,RDU
0d7b6d55-a69a-4fb7-9f66-e0ce4a88c2f6,Furness General Hospital,Public hospital or clinical site,United Kingdom,North West,Barrow-in-Furness,https://www.uhmb.nhs.uk/our-hospitals/royal-lancaster-infirmary,"Dalton Lane, Hawcoat, Barrow-in-Furness, Cumbria, LA14 4LF, United Kingdom",,,01229 870870,RW5BU,RTX
d2a04c1b-8de7-402e-af4b-61ece4f7f71e,Gartnavel General Hospital,Public hospital or clinical site,United Kingdom,Scotland,Glasgow,https://www.nhsggc.scot/hospitals-services/hospitals/gartnavel-general-hospital/,"Churchill Drive, Broomhill, Glasgow, Glasgow City, G12 0NY, United Kingdom",,,0141 3017900,,S08000031
f7f2e1be-f62b-46b9-b3fa-793f3c37986d,Glan Clwyd Hospital,Public hospital or clinical site,United Kingdom,North Wales,Bodelwyddan,https://bcuhb.nhs.wales/services/hospital-services/radiology/,"Rhuddlan Road, Bodelwyddan, North Wales, LL18 5UJ, United Kingdom",,,01745-534514,,7A1
a608d9b6-3ed6-4b83-a824-248487ccbfa3,Glasgow Caledonian University,University,United Kingdom,Scotland,Glasgow,https://www.gcu.ac.uk/,"Cowcaddens Road, Glasgow, G4 0BA, United Kingdom",,,,,
474d6028-27c3-447d-afe2-7c9d8540e4ab,Glasgow Royal Infirmary,Public hospital or clinical site,United Kingdom,Scotland,Glasgow,http://www.nhsggc.org.uk/nuclearmedicine,"Cathedral Precinct, Townhead, Glasgow, Glasgow City, G31 2ER, United Kingdom",,,01412114592,,S08000031
b99c1308-2c5f-4ec6-8288-c576a2970071,Glenfield Hospital,Public hospital or clinical site,United Kingdom,East Midlands,Leicester,http://www.leicestershospitals.nhs.uk/aboutus/departments-services/imaging-services/nuclear-medicine//medical-services/o-q/pathology-services/medical-physics/nuclear-medicine,"Groby Road, Leicester, Leicestershire, LE3 9QP, United Kingdom",,,0300 303 1573,,RWE
3a0d28db-1e80-47e6-9002-0885c9a5a334,Gloucestershire Royal Hospital,Public hospital or clinical site,United Kingdom,South East & Wessex,Gloucester,,"Great Western Road, Wotton, Gloucester, Gloucestershire, GL1 3NN, United Kingdom",,,03004226824,,RTE
e1c8d402-7c52-4e9c-974f-d75b3c0d2198,Good Hope Hospital,Public hospital or clinical site,United Kingdom,West Midlands,Birmingham,https://www.uhb.nhs.uk/,"Rectory Road, Whitehouse Common, Birmingham, West Midlands, B75 7RR, United Kingdom",,,0121 378 6012,,RRK
794ad7f2-0af5-4a6b-abb9-226538640df1,Grantham and District Hospital,Public hospital or clinical site,United Kingdom,East Midlands,South Kesteven,https://www.ulh.nhs.uk/services/nuclear-medicine/,"Manthorpe Road, Grantham, South Kesteven, Nottinghamshire, NG31 8DG, United Kingdom",,,01476 464777,,RWD
9f046ddb-b480-4967-8a90-46f5d4c0b29b,Great Ormond Street Hospital,Public hospital or clinical site,United Kingdom,North Thames,Greater London,,"Great Ormond Street, Holborn, Greater London, WC1N 3JH, United Kingdom",,,0207 405 9200,,RP4
5ccc2767-6da6-4171-8630-ae63d81f8a10,Great Western Hospital,Public hospital or clinical site,United Kingdom,South East & Wessex,Liddington,http://www.gosh.nhs.uk,"Marlborough Road, Liddington, Wiltshire, SN3 6BB, United Kingdom",,,01793 605045,,RN3
a5e0bd35-fcc0-4bab-9518-efb97fd1020e,Guy's Hospital,Public hospital or clinical site,United Kingdom,South Thames,Greater London,http://www.gwh.nhs.uk,"Great Maze Pond, The Borough, Greater London, SE1 9RT, United Kingdom",,,02071887188,RJ121,RJ1
a3dcdce6-21e6-474d-bd38-d32e547cbb2f,Hammersmith Hospital,Public hospital or clinical site,United Kingdom,North Thames,London,https://www.imperial.nhs.uk/our-locations/hammersmith-hospital,"Du Cane Road, London, Greater London, W12 0HS, United Kingdom",,,020 3313 1000,,RYJ
51711e8d-1371-4e1b-956e-3a936d3bb062,Harefield Hospital,Public hospital or clinical site,United Kingdom,North Thames,Greater London,,"Hill End Road, Greater London, UB9 6JH, United Kingdom",,,01895 828880,,RJ1
49c2560a-f705-4020-b442-e39fd34586fa,Harrogate District Hospital,Public hospital or clinical site,United Kingdom,Yorkshire and the Humber,Harrogate,http://www.rbht.nhs.uk/healthprofessionals/clinical-departments/imaging/harefield-nuclear-medicine,"Lancaster Park Road, Harrogate, North Yorkshire, HG1 4PA, United Kingdom",,,01423 885959,,RCD
bb511364-8848-4728-b5e3-28c90e117abd,Hemel Hempstead Hospital,Public hospital or clinical site,United Kingdom,"Oxfordshire, Berkshire & Buckinghamshire",Dacorum,https://www.westhertshospitals.nhs.uk,"Walnut Grove, The Image, Dacorum, Hertfordshire, HP2 4AD, United Kingdom",,,01442 287429,,RWG
0755f120-c74b-4ba3-b269-77a3acde5216,Hereford County Hospital,Public hospital or clinical site,United Kingdom,West Midlands,Hereford,,"Stonebow Road, Portfields, Hereford, Herefordshire, HR1 2ER, United Kingdom",,,01432 364152,,RLQ
61e4109a-00f4-4921-b031-dc4cc37e68d7,Hillingdon Hospital,Public hospital or clinical site,United Kingdom,North Thames,Greater London,https://www.thh.nhs.uk,"Pield Heath Road, Hillingdon, Greater London, UB8 3NN, United Kingdom",,,01895 279368,,RAS
aec84f48-5b26-43a1-8f6b-dd9f3ae5e0ac,Huddersfield Royal Infirmary,Public hospital or clinical site,United Kingdom,Yorkshire and the Humber,Kirklees,https://www.cht.nhs.uk/patients-visitors/our-hospitals/huddersfield-royal-infirmary-outpatients-at-acre-mills,"Acre House Avenue, Oakes, Kirklees, West Yorkshire, HD3 3EA, United Kingdom",,,01484 342085,RWY01,RWY
6c0ab51a-5889-4788-aaa4-0f4dd9db0823,Hull Royal Infirmary,Public hospital or clinical site,United Kingdom,Yorkshire and the Humber,Hull,https://www.hey.nhs.uk/contact/,"Arlington Street, Stepney, Hull, East Riding of Yorkshire, HU3 2JZ, United Kingdom",,,01482 875875,RWA01,RWA
33c22428-af0a-4e6e-a9db-114733073764,Imperial College London,University,United Kingdom,North Thames,London,https://www.imperial.ac.uk/,"South Kensington Campus, London, SW7 2AZ, United Kingdom",,,,,
c2d9ef73-5ee0-4c7b-95b2-0af852e97bd9,InHealth Nottingham PETCT Centre,Private hospital or imaging centre,United Kingdom,East Midlands,Nottingham,https://www.inhealthgroup.com,"Hucknall Road, Nottingham, Nottinghamshire, NG5 1PB, United Kingdom",,,0115 896 8594,,
06eceb62-d0cd-4592-b99c-2a8777758866,Inverclyde Royal Hospital,Public hospital or clinical site,United Kingdom,Scotland,Gourock,http://www.inhealthgroup.com/contract-service/nhs-petct-south-service,"Larkfield Road, Branchton, Gourock, Renfrewshire, PA16 0XN, United Kingdom",,,,,S08000031
662246be-8586-4ee6-9082-18b592e276ff,Ipswich Hospital,Public hospital or clinical site,United Kingdom,East of England,Ipswich,https://www.esneft.nhs.uk/service/nuclear-medicine/,"Heath Road, Broke Hall, Ipswich, Suffolk, IP4 5PD, United Kingdom",,,01473 704948,RM132,RDE
d2bd0dc2-b644-49c6-a3df-810712be1c62,"Iqra Institute of Health Sciences, Quetta",Education or training provider,Pakistan,Overseas,Quetta,,"Quetta, Balochistan, Pakistan",,,,,
e5dfef21-fbb5-437e-a4b4-d2720440dec7,Jack Brignall PET-CE Centre,Private hospital or imaging centre,United Kingdom,Yorkshire and the Humber,Cottingham,https://www.alliancemedical.co.uk/scan-centres/jack-brignall-pet-ct-centre,"Jack Brignall PET-CE Centre, Cottingham, East Riding of Yorkshire, HU16 5JQ, United Kingdom",,,01482 623201,,
6895d932-8894-4bf5-82a9-877e5d15911d,John Mallard PET Centre,Public hospital or clinical site,United Kingdom,Scotland,Aberdeen City,https://www.nhsgrampian.org/,"Cornhill Road, Foresterhill, Aberdeen City, AB25 2ZN, United Kingdom",,,0345 456 6000,,S08000020
0ce1098b-42e4-4056-ab89-ac28a06ac34c,John Radcliffe Hospital,Public hospital or clinical site,United Kingdom,"Oxfordshire, Berkshire & Buckinghamshire",Oxford,,"Headley Way, Headington, Oxford, Oxfordshire, OX3 9DU, United Kingdom",,,01865 220836,,RTH
c955fd44-716b-407e-aeef-898b98bd39f9,Jomo Kenyatta University of Agriculture and Technology,University,Kenya,Overseas,Juja,https://www.jkuat.ac.ke/,"P.O. Box 62000-00200, Nairobi, Kenya",,,,,
c13546d9-a8ae-46fc-9370-57c9c811f914,Kent & Canterbury Hospital,Public hospital or clinical site,United Kingdom,South East & Wessex,Canterbury,http://www.oxfordradcliffe.nhs.uk/forpatients/departments/radiology/radiology.aspx,"Ethelbert Road, Stuppington, Canterbury, Kent, CT1 3XL, United Kingdom",,,01227 864258,RVVKC,RVV
9ba3693f-ed39-4a70-a5ed-ee455ba809f9,Kettering General Hospital,Public hospital or clinical site,United Kingdom,East Midlands,Kettering,,"Rothwell Road, Leisure Village, Kettering, Northamptonshire, NN16 8UZ, United Kingdom",,,,,RNQ
1a408071-d6f8-4df7-9515-20d6c4d3ae0a,Khyber Medical University,University,Pakistan,Overseas,Peshawar,https://kmu.edu.pk/,"Phase 5, Hayatabad, Peshawar, Khyber Pakhtunkhwa, Pakistan",,,,,
79381b52-eaf0-4a73-9893-684d3267eea3,King's College Hospital,Public hospital or clinical site,United Kingdom,South Thames,Greater London,,"Denmark Hill, Camberwell, Greater London, SE5 9RS, United Kingdom",,,020 3299 3153,,RJZ
43bbce5d-f2ff-473d-875a-d8d3d63b28c3,King's Mill Hospital,Public hospital or clinical site,United Kingdom,East Midlands,Sutton in Ashfield,https://www.kch.nhs.uk/service/a-z/nuclear-medicine,"Mansfield Road, Sutton in Ashfield, Nottinghamshire, NG17 4JL, United Kingdom",,,01623 622515,,RK5
d3a19eef-f71c-4079-81ca-bfc6bb3fa71d,Kingston Hospital,Public hospital or clinical site,United Kingdom,South Thames,Greater London,www.sfh-tr.nhs.uk,"Galsworthy Road, Norbiton, Greater London, Surrey, KT2 7QB, United Kingdom",,,0208 934 6390,,RAX
c4bd1f91-0704-40b7-a914-468f8928b74e,Lancaster University,University,United Kingdom,North West,Lancaster,https://www.lancaster.ac.uk/,"Bailrigg, Lancaster, LA1 4YW, United Kingdom",,,,,
